DATE,ERC
5/18/2010,18.5
5/19/2010,19.1
5/20/2010,6.4
5/21/2010,19.5
5/22/2010,12.3
5/23/2010,17.6
5/24/2010,10.3
5/25/2010,19.3
5/26/2010,21.7
5/27/2010,14.6
5/28/2010,4.5
5/29/2010,12.6
5/30/2010,13.3
5/31/2010,3.5
6/1/2010,1
6/2/2010,0
6/3/2010,5.1
6/4/2010,0
6/5/2010,5.7
6/6/2010,8
6/7/2010,0
6/8/2010,8.3
6/9/2010,1.9
6/10/2010,0
6/11/2010,8.8
6/12/2010,12.3
6/13/2010,15.8
6/14/2010,19.2
6/15/2010,17.4
6/16/2010,15.6
6/17/2010,4.9
6/18/2010,18.2
6/19/2010,19.1
6/20/2010,17.3
6/21/2010,15.1
6/22/2010,19.5
6/23/2010,22
6/24/2010,23.9
6/25/2010,24.4
6/26/2010,21.5
6/27/2010,23.3
6/28/2010,26
6/29/2010,21.4
6/30/2010,13.3
7/1/2010,21.6
7/2/2010,21.5
7/3/2010,20.5
7/4/2010,22.9
7/5/2010,20.9
7/6/2010,23.1
7/7/2010,26.1
7/8/2010,28.1
7/9/2010,28.4
7/10/2010,29.7
7/11/2010,31.4
7/12/2010,30.6
7/13/2010,34.5
7/14/2010,33.5
7/15/2010,34.1
7/16/2010,34.2
7/17/2010,35.2
7/18/2010,35.5
7/19/2010,37.1
7/20/2010,38.1
7/21/2010,38.5
7/22/2010,36.8
7/23/2010,38.4
7/24/2010,37
7/25/2010,38.4
7/26/2010,38.9
7/27/2010,19.1
7/28/2010,26.7
7/29/2010,26.8
7/30/2010,29.7
7/31/2010,26.8
8/1/2010,26.7
8/2/2010,29.6
8/3/2010,32.9
8/4/2010,33.6
8/5/2010,34.8
8/6/2010,30.2
8/7/2010,33.1
8/8/2010,29.5
8/9/2010,14.2
8/10/2010,20.1
8/11/2010,13.5
8/12/2010,17.2
8/13/2010,16
8/14/2010,18.5
8/15/2010,20.4
8/16/2010,22.5
8/17/2010,24.3
8/18/2010,28.5
8/19/2010,27.7
8/20/2010,31.9
8/21/2010,33.5
8/22/2010,37.6
8/23/2010,32.2
8/24/2010,34
8/25/2010,35.2
8/26/2010,36.9
8/27/2010,41.7
8/28/2010,40.9
8/29/2010,26.5
8/30/2010,32.2
8/31/2010,27.6
9/1/2010,7.3
9/2/2010,19.5
9/3/2010,18.9
9/4/2010,18.5
9/5/2010,22
9/6/2010,18.3
9/7/2010,20.3
9/8/2010,17.4
9/9/2010,6.5
9/10/2010,3.4
9/11/2010,12.5
9/12/2010,12.3
9/13/2010,13.2
9/14/2010,14.8
9/15/2010,15.3
9/16/2010,12.7
9/17/2010,11.2
9/18/2010,13.1
9/19/2010,11.4
9/20/2010,8.6
9/21/2010,12.1
9/22/2010,12.4
9/23/2010,13.1
9/24/2010,13
9/25/2010,16.2
9/26/2010,15.2
9/27/2010,17.4
9/28/2010,17.2
9/29/2010,16.2
9/30/2010,17.9
10/1/2010,20.1
10/2/2010,19.7
10/3/2010,21.7
10/4/2010,5.4
10/5/2010,14.2
10/6/2010,12.4
10/7/2010,0.9
10/8/2010,4.3
10/9/2010,7.6
10/10/2010,6.5
10/11/2010,5
10/12/2010,6.6
10/13/2010,7
10/14/2010,6.4
10/15/2010,7.2
10/16/2010,9.8
10/17/2010,8.7
10/18/2010,9.8
10/19/2010,10.8
10/20/2010,10.7
10/21/2010,10.1
10/22/2010,10.7
10/23/2010,7.2
10/24/2010,0
10/25/2010,0
10/26/2010,2
10/27/2010,0
10/28/2010,3.5
10/29/2010,0
10/30/2010,2.5
10/31/2010,0
11/1/2010,1.6
11/2/2010,0
11/3/2010,0
11/4/2010,0
11/5/2010,0
11/6/2010,0
11/7/2010,0
11/8/2010,0
11/9/2010,0
11/10/2010,0
11/11/2010,0
11/12/2010,0
11/13/2010,0
11/14/2010,0
11/15/2010,0
4/27/2011,17
5/25/2011,25.2
5/26/2011,19.1
5/27/2011,19
5/28/2011,19.1
5/29/2011,18.5
5/30/2011,18.9
5/31/2011,19.4
6/1/2011,13.9
6/2/2011,5
6/3/2011,9.2
6/4/2011,17
6/5/2011,21.4
6/6/2011,22
6/7/2011,10.3
6/8/2011,9.7
6/9/2011,15.6
6/10/2011,17.9
6/11/2011,18.4
6/12/2011,17.5
6/13/2011,13.5
6/14/2011,18.8
6/15/2011,18.9
6/16/2011,16.3
6/17/2011,14.2
6/18/2011,16.7
6/19/2011,11.6
6/20/2011,16.1
6/21/2011,18.5
6/22/2011,23.5
6/23/2011,9.8
6/24/2011,20.4
6/25/2011,21.8
6/26/2011,23.6
6/27/2011,26.2
6/28/2011,28.4
6/29/2011,16.4
6/30/2011,22.2
7/1/2011,23.7
7/2/2011,24.9
7/3/2011,27
7/4/2011,28.3
7/5/2011,30
7/6/2011,32.1
7/7/2011,20.7
7/8/2011,30.9
7/9/2011,30.7
7/10/2011,31.6
7/11/2011,31.8
7/12/2011,32.1
7/13/2011,35.1
7/14/2011,29.2
7/15/2011,30.9
7/16/2011,29.4
7/17/2011,27.5
7/18/2011,27.1
7/19/2011,28.1
7/20/2011,23.6
7/21/2011,26.3
7/22/2011,24.5
7/23/2011,26.8
7/24/2011,28.2
7/25/2011,29.9
7/26/2011,34.4
7/27/2011,33.6
7/28/2011,32.7
7/29/2011,34.8
7/30/2011,33
7/31/2011,33.6
8/1/2011,34.7
8/2/2011,29.4
8/3/2011,33.1
8/4/2011,32.9
8/5/2011,29.5
8/6/2011,30.2
8/7/2011,31.4
8/8/2011,34.5
8/9/2011,38.2
8/10/2011,39.9
8/11/2011,40.3
8/12/2011,41.3
8/13/2011,43.7
8/14/2011,44
8/15/2011,41.3
8/16/2011,40.5
8/17/2011,42.7
8/18/2011,43.3
8/19/2011,44.4
8/20/2011,42.9
8/21/2011,43.3
8/22/2011,45.7
8/23/2011,46.6
8/24/2011,47.3
8/25/2011,49.6
8/26/2011,48
8/27/2011,47
8/28/2011,49.8
8/29/2011,40.8
8/30/2011,40.9
8/31/2011,38.2
9/1/2011,40.9
9/2/2011,41.8
9/3/2011,42.6
9/4/2011,43.8
9/5/2011,45.8
9/6/2011,46.7
9/7/2011,48
9/8/2011,49.5
9/9/2011,50.1
9/10/2011,49.8
9/11/2011,49.5
9/12/2011,49
9/13/2011,49.6
9/14/2011,50.8
9/15/2011,46.2
9/16/2011,38.2
9/17/2011,36.1
9/18/2011,30.8
9/19/2011,24.1
9/20/2011,25.9
9/21/2011,25.7
9/22/2011,26.1
9/23/2011,27.1
9/24/2011,30.8
9/25/2011,33.1
9/26/2011,34.5
9/27/2011,33.6
9/28/2011,38.5
9/29/2011,37.7
9/30/2011,39.3
10/1/2011,40.2
10/2/2011,36.1
10/3/2011,37.6
10/4/2011,18.4
10/5/2011,11.6
10/6/2011,12.7
10/7/2011,3.4
10/8/2011,12.3
10/9/2011,9.9
10/10/2011,7.9
10/11/2011,0
10/12/2011,3.2
10/13/2011,3
10/14/2011,2.8
10/15/2011,0
10/16/2011,0
10/17/2011,0
10/18/2011,1.1
10/19/2011,1.9
10/20/2011,3.3
10/21/2011,0.9
10/22/2011,0
10/23/2011,0
5/10/2012,20.6
5/11/2012,22.1
5/12/2012,23.9
5/13/2012,26
5/14/2012,28.3
5/15/2012,29.4
5/16/2012,29.2
5/17/2012,28.4
5/18/2012,25.7
5/19/2012,27.5
5/20/2012,28.5
5/21/2012,23.7
5/22/2012,7.5
5/23/2012,13.5
5/24/2012,10.2
5/25/2012,11.2
5/26/2012,12.1
5/27/2012,0
5/28/2012,4.9
5/29/2012,5.6
5/30/2012,8.5
5/31/2012,6.6
6/1/2012,6.3
6/2/2012,0
6/3/2012,2.3
6/4/2012,5
6/5/2012,0
6/6/2012,0.6
6/7/2012,5.5
6/8/2012,1.3
6/9/2012,5.1
6/10/2012,0
6/11/2012,5.8
6/12/2012,6.3
6/13/2012,5
6/14/2012,8.3
6/15/2012,11.5
6/16/2012,14.5
6/17/2012,12.3
6/18/2012,13.6
6/19/2012,0
6/20/2012,9.8
6/21/2012,11.8
6/22/2012,15.7
6/23/2012,16.4
6/24/2012,17.5
6/25/2012,17.7
6/26/2012,9.3
6/27/2012,14.8
6/28/2012,17.1
6/29/2012,14.4
6/30/2012,16.6
7/1/2012,15.4
7/2/2012,16.4
7/3/2012,17.3
7/4/2012,19
7/5/2012,20.7
7/6/2012,22.2
7/7/2012,20.9
7/8/2012,23.4
7/9/2012,25.8
7/10/2012,22.2
7/11/2012,21.2
7/12/2012,24
7/13/2012,20.4
7/14/2012,17.6
7/15/2012,7.9
7/16/2012,9.3
7/17/2012,9.1
7/18/2012,10.4
7/19/2012,12.2
7/20/2012,3.4
7/21/2012,12.9
7/22/2012,15.6
7/23/2012,22.5
7/24/2012,23.6
7/25/2012,25.2
7/26/2012,25.7
7/27/2012,24.9
7/28/2012,22.9
7/29/2012,24.2
7/30/2012,24.8
7/31/2012,26.2
8/1/2012,28.1
8/2/2012,29.3
8/3/2012,30
8/4/2012,30.7
8/5/2012,32.1
8/6/2012,30.7
8/7/2012,31.8
8/8/2012,31.9
8/9/2012,25.6
8/10/2012,26.6
8/11/2012,26.5
8/12/2012,28.6
8/13/2012,32
8/14/2012,33.5
8/15/2012,34.9
8/16/2012,35.5
8/17/2012,34
8/18/2012,35.6
8/19/2012,36.4
8/20/2012,34.7
8/21/2012,33.6
8/22/2012,28.7
8/23/2012,30.8
8/24/2012,32.5
8/25/2012,33.3
8/26/2012,33.8
8/27/2012,31.5
8/28/2012,29.9
8/29/2012,32.8
8/30/2012,31.2
8/31/2012,30.4
9/1/2012,29.5
9/2/2012,31.1
9/3/2012,32.7
9/4/2012,32.7
9/5/2012,33.1
9/6/2012,33.9
9/7/2012,33
9/8/2012,34.2
9/10/2012,38.8
9/11/2012,38
9/12/2012,37.8
9/13/2012,35.4
9/14/2012,31.5
9/15/2012,28.9
9/16/2012,27.4
9/17/2012,26.6
9/18/2012,25.2
9/19/2012,24.1
9/20/2012,22.1
9/21/2012,20
9/22/2012,16.9
9/23/2012,19.2
9/24/2012,16.9
9/25/2012,16.4
9/26/2012,16.3
9/27/2012,17.3
9/28/2012,18
9/29/2012,18.1
9/30/2012,19.3
10/1/2012,21.9
10/2/2012,23.1
10/3/2012,28.4
10/4/2012,28
10/5/2012,28.1
10/6/2012,30.2
10/7/2012,29.7
10/8/2012,27.9
10/9/2012,28.3
10/10/2012,28.1
10/11/2012,26
10/12/2012,25.6
10/13/2012,14.6
10/14/2012,12.2
10/15/2012,5.2
10/16/2012,0
10/17/2012,3.4
10/18/2012,6.1
10/19/2012,0
10/20/2012,0
10/21/2012,3.3
10/22/2012,0
10/23/2012,0
10/24/2012,4
10/25/2012,0
10/26/2012,0
10/27/2012,0
10/28/2012,0
10/29/2012,0
10/30/2012,0
10/31/2012,0
11/1/2012,0
11/2/2012,0
11/3/2012,0
11/4/2012,0
11/5/2012,0
11/6/2012,0
11/7/2012,0
11/8/2012,0
11/9/2012,0
11/10/2012,0
11/11/2012,0
11/12/2012,0
11/13/2012,0
11/14/2012,0
11/15/2012,0
11/16/2012,0
11/17/2012,0
11/18/2012,0
11/19/2012,0
11/20/2012,0
11/21/2012,0
11/22/2012,0
11/23/2012,0
11/24/2012,0
11/25/2012,0
11/26/2012,0
11/27/2012,0
11/28/2012,0
11/29/2012,0
11/30/2012,0
12/1/2012,0
12/2/2012,0
12/3/2012,0
12/4/2012,0
12/5/2012,0
12/6/2012,0
12/7/2012,0
12/8/2012,0
12/9/2012,0
12/10/2012,0
12/11/2012,0
12/12/2012,0
12/13/2012,0
12/14/2012,0
12/15/2012,0
12/16/2012,0
12/17/2012,0
12/18/2012,0
12/19/2012,0
12/20/2012,0
12/21/2012,0
12/22/2012,0
12/23/2012,0
12/24/2012,0
